,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
11123,skrizzly adams,resurrect me,0,7he1eOKQBxz1JK66afUzzD,0.491,0.621,0,-5.061,0,0.05,0.249,0.0,0.133,0.265,161.986,217645,3
11124,oddnote,"money comes, money goes",0,3lKn0I8EIj0qe8kaLsjT9D,0.315,0.728,4,-9.809,0,0.0511,0.00022,1.77e-05,0.565,0.364,160.006,153469,4
11125,current swell,it ain't right,0,742bNuhBPPOdmKggPDI9VR,0.565,0.881,7,-3.349,1,0.0363,0.00336,2.09e-06,0.11,0.477,130.04,215920,4
11126,city and colour,wasted love,0,5h3y6rYM91WTdcRo6DnWJl,0.54,0.813,2,-4.043,0,0.031,0.00199,0.0002,0.131,0.573,116.457,178927,4
11127,lissie,don't you give up on me,0,2nrSM58dj4hkGc0eDyMR2i,0.6,0.722,1,-7.474,0,0.0319,0.00799,0.00927,0.159,0.437,127.944,255787,4
11128,blackberry smoke,waiting for the thunder,0,0Rxgdpe1zgZ6ZzHgxSaYEJ,0.582,0.805,9,-5.267,1,0.0301,0.102,3.14e-06,0.271,0.895,144.047,247008,4
11129,ray lamontagne,"part one - hey, no pressure",0,5kuFCKfGMFsBenmPfMB3cw,0.434,0.748,1,-7.707,1,0.0522,0.11,0.000273,0.102,0.703,151.265,394200,4
11130,leopold and his fiction,i'm caving in,0,5A5b76vOfisW1EUSEJjyjF,0.532,0.76,5,-8.078,1,0.0388,0.00146,0.00386,0.205,0.743,109.85,176267,3
11131,moon taxi,two high,0,5huOzlgCK7PsMSG4TFBvKY,0.68,0.735,11,-5.553,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,213120,4
11132,nathaniel rateliff & the night sweats,i need never get old,0,4bhTJfVPynHxot7dlVNgq7,0.614,0.744,7,-5.647,1,0.0407,0.00203,0.0797,0.0664,0.766,135.093,253733,4
11133,barns courtney,golden dandelions,0,5vdNoFezjTsQTrZxPK8tDg,0.464,0.924,0,-6.022,0,0.0919,0.0218,0.0,0.105,0.373,139.442,204827,4
11134,bleeker,where's your money,0,0VFpukbVxjLAz1Bk7hTbdF,0.569,0.783,3,-5.191,1,0.05,0.00292,0.0383,0.117,0.888,195.088,222520,4
11135,lord huron,the world ender,0,3NNimGud58iHka1LHkda6D,0.544,0.931,7,-5.632,0,0.0355,0.604,0.423,0.779,0.755,157.03,270054,4
11136,the saint johns,lost the feeling,0,1zdXtUlllDGAvKuwPefQGF,0.591,0.891,9,-4.529,0,0.0571,0.0171,0.000541,0.101,0.44,120.989,221120,4
11137,the glorious sons,everything is alright,0,42lrhaZzqJqCYHlfQTGozP,0.564,0.725,9,-3.858,0,0.0332,0.00459,0.0,0.11,0.242,128.88,193326,4
11138,deer tick,jumpstarting,0,4n7i3fX2tW9TGJjS1K6Kd5,0.341,0.937,0,-3.639,1,0.0419,0.00214,0.00398,0.34,0.65,132.659,206680,4
11139,wyo,down by the river,0,45pkk80hk8EN4aRytcH8Eq,0.453,0.449,6,-8.424,1,0.0276,0.0134,0.58,0.0884,0.0957,137.948,304067,4
11140,j. roddy walston & the business,the wanting,0,3hQxK5THW4Hb4YOVLQNYkG,0.55,0.931,2,-4.295,1,0.0372,0.0525,0.0,0.0531,0.427,104.928,266067,4
11141,lp,lost on you,0,2LIh4uzqq9cXMPzzmcToHl,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,268105,4
11142,liam gallagher,wall of glass,0,5qlSYa5PePLAuAsAFgqVxW,0.351,0.939,0,-4.469,1,0.0564,6.42e-05,0.00113,0.296,0.321,182.067,223547,4
11143,frightened rabbit,get out,0,4UjZKgbOBEwb6i6zHupD1B,0.366,0.859,1,-5.957,1,0.0531,0.0334,0.0774,0.139,0.569,178.021,201147,4
11144,bruno martini,youngr,0,29q1t40crnI8D5tLGYMgn8,0.686,0.831,8,-4.328,1,0.0354,0.0207,1.74e-06,0.0805,0.709,121.974,175205,4
11145,salon acapulco,punta norte,0,65a2zGnmSeDVhFlde6FD6Z,0.714,0.863,11,-6.124,1,0.0487,0.102,2.72e-05,0.388,0.961,79.948,265067,4
11146,the chemical brothers,free yourself,0,3wbdyLeVrYGv5wfSQSqwMU,0.63,0.771,1,-7.642,1,0.0418,0.00975,0.304,0.433,0.446,125.02,261267,4
11147,christine and the queens,the walker,0,5nTGyhsQmk8NHlg71ZEmmo,0.798,0.56,1,-6.574,1,0.0469,0.317,0.000292,0.133,0.571,106.971,256053,4
11148,vladimir cauchemar,aulos reloaded,0,0pzKMdjWnQRd7SoHnhV7EO,0.8,0.801,11,-4.543,1,0.227,0.097,0.0,0.0908,0.53,123.018,126400,4
11150,logic,one day (feat. ryan tedder),0,6e2PtJYcltVk76nLwxBzRn,0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837,199867,4
11151,tom & collins,grapefruit,0,6bpv0gVMYALkmWkAPKmK8n,0.639,0.943,11,-3.632,0,0.0403,0.00713,0.0348,0.208,0.365,123.045,189773,4
11152,drake,8 out of 10,0,0zqy3ss4CwD6u4QPksS0nI,0.529,0.69,2,-7.87,1,0.74,0.161,0.0,0.498,0.311,170.54,195720,4
11153,mc fioti,bum bum tam tam - kura remix,0,7Eb0vpzZFwAD4tMHVRLO44,0.783,0.93,9,-4.826,1,0.0588,0.00674,0.0339,0.0978,0.851,127.981,227370,4
11154,nicki minaj,bed (feat. ariana grande),0,3L4GsGLgxpHieVQH86H8bv,0.757,0.73,7,-6.304,1,0.187,0.0348,6.17e-05,0.136,0.451,90.013,189533,4
11156,dj khaled,top off,0,1W6wxOOYyJyyok8fqYSZ3m,0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,230713,5
11157,sia,helium (sia vs. david guetta & afrojack),0,2ludbmtPoyCPe2K08fAlFl,0.542,0.587,4,-6.145,1,0.035,0.0977,0.0,0.2,0.243,136.915,237372,4
11158,danny avila,too good to be true,0,1iJHitxTcTARB8P387PcZL,0.375,0.801,8,-2.914,0,0.0858,0.0093,0.0,0.215,0.425,130.818,211877,5
11159,mc fioti,bum bum tam tam - jonas blue remix,0,7DxW9WmTwWO8lkdNJq0c66,0.785,0.84,10,-5.574,0,0.0576,0.0911,0.000316,0.077,0.823,125.052,186149,4
11160,alma,dance for me,0,6LLKwcUr9C16PiTPVT5QtB,0.845,0.631,2,-4.412,0,0.083,0.139,0.0,0.0881,0.705,120.03,215392,4
11161,niska,réseaux - remix,0,4mIwifMkesG7wWbIaJ1bHb,0.794,0.646,4,-7.249,1,0.264,0.0823,0.0,0.0918,0.478,150.025,183516,4
11162,the weeknd,pray for me (with kendrick lamar),0,77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4
11163,felix jaehn,"cool (feat. marc e. bassy, gucci mane)",0,3Ij7tqW9jVJ41dG06MZkFU,0.62,0.745,2,-5.5,1,0.14,0.0578,0.0,0.089,0.339,94.833,190617,4
11164,justin bieber,friends (with bloodpop®),0,7iNIg7XDEaYECfWD5dJ9Va,0.743,0.733,8,-5.337,1,0.0375,0.00402,0.0,0.304,0.622,104.977,189467,4
11165,thirty seconds to mars,dangerous night,0,7793p4ZXhtbW5RpeRK7rid,0.295,0.715,2,-6.533,1,0.0709,0.00212,1.55e-06,0.242,0.242,86.937,199773,4
11166,alex sensation,que va,0,6J1R5wtPXiHiwiPstOSI56,0.766,0.827,0,-3.332,1,0.0538,0.148,0.0,0.0518,0.831,91.03,238160,4
11167,calum scott,you are the reason - john gibbons remix,0,20VkErH7B7Fna66uBo8eqn,0.59,0.912,7,-4.018,0,0.0409,0.165,0.0,0.165,0.237,120.031,210133,4
11169,liam payne,for you (fifty shades freed) (& rita ora),0,66xn6tB8s3l8uhj02OGneE,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,245453,4
11170,nacho,báilame - remix,0,4l3xGFwoTinvYxsePytOOf,0.646,0.865,6,-4.215,1,0.0983,0.269,4.16e-06,0.11,0.762,191.954,217093,4
11171,martin garrix,scared to be lonely - brooks remix,0,389MC596K4IN35zaHAyuYz,0.604,0.796,1,-2.416,0,0.0597,0.0126,0.0,0.106,0.225,127.991,200625,4
11172,the chainsmokers,roses - zaxx remix,0,5MgBUUjbkQ27Kd9CbeZFLo,0.677,0.881,1,-3.534,0,0.054,0.00445,0.0146,0.359,0.566,128.121,190267,4
11173,au/ra,panic room,0,7uUahoeqGNRMbpdeiLj1rS,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4
11175,rak-su,i want you to freak - james hype remix,0,1pEN2DNHdsY8gOFNn592Vb,0.7,0.822,4,-6.507,0,0.051,0.0737,0.0894,0.284,0.446,122.971,159881,4
11176,tom walker,leave a light on - cheat codes remix,0,3Pcwqocc2lR5WjgPRS8I1a,0.815,0.643,5,-5.975,1,0.0465,0.0668,1.21e-05,0.237,0.833,127.997,185527,4
11177,captain cuts,do you think about me,0,6wR3zbFumY6hfNgN6xtrBI,0.651,0.865,1,-4.02,0,0.0418,0.00985,8.62e-05,0.0957,0.649,121.998,216393,4
11178,martin garrix,ocean (feat. khalid) - david guetta remix,0,2Ceq5Ty6rJqazoZIWyS0Vc,0.609,0.824,0,-8.251,0,0.0795,0.0913,2.88e-05,0.134,0.36,127.072,195833,4
11179,b young,079me (blinkie remix),0,6dhy50dbkGzpnYcQ3fH6Xz,0.745,0.853,10,-3.906,0,0.245,0.38,0.0,0.261,0.732,119.862,228241,4
11180,khalid,love lies - snakehips remix,0,5K7fJJAj8JDm2JfAYyQk9F,0.388,0.837,6,-3.022,1,0.107,0.0229,1.53e-06,0.149,0.378,143.271,202935,4
11181,zayn,"dusk till dawn - john ""j-c"" carr mix",0,6kQzmbSkHGexuwD9D3zNom,0.656,0.799,11,-4.342,0,0.0405,0.00136,0.000325,0.131,0.247,115.936,202412,4
11182,olly murs,moves (feat. snoop dogg) - sebastian perez remix,0,1dNKbgVHQKy1DeFZg0vS1k,0.741,0.913,0,-5.745,1,0.0945,0.0201,0.0,0.103,0.816,124.032,168387,4
11183,too many zooz,so real (warriors) (feat. jess glynne),0,6Yx2ku5TIVd7aI0hjC3i6S,0.721,0.873,5,-4.624,0,0.0743,0.00192,6.17e-05,0.115,0.466,122.974,171147,4
11184,mk,17,0,15DwFznkBJir7AK9PyMyRR,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489,4
11185,steve angello,show me love,0,6hL8PxitrG9hSXUmgWkG3N,0.654,0.856,5,-4.197,1,0.0586,0.517,0.0,0.128,0.574,129.928,184846,4
11186,just kiddin,hysteria,0,5iLaZsbuWFSnyoY6BJ6JmB,0.666,0.881,2,-4.886,1,0.0386,0.0155,0.00158,0.111,0.726,121.002,194151,4
11187,marshmello,silence - blonde remix,0,2QCsco8gg2Tkrf04x2cckr,0.79,0.706,11,-6.562,0,0.0686,0.00995,0.00105,0.0638,0.85,123.979,233729,4
11188,burns,worst (feat. johnny yukon),0,5KCX3bjcJrkh8WPdN19hib,0.707,0.827,2,-4.466,1,0.042,0.00716,2.65e-05,0.0963,0.505,115.987,185087,4
11189,george ezra,paradise - bakermat remix,0,1xnWoFX9qHGuWWUHc6yW9o,0.719,0.754,11,-4.473,1,0.063,0.0434,1e-05,0.051,0.861,127.984,287080,3
11190,one bit,between you and me,0,1k0HaXwqnev6ITPjYqvtxF,0.68,0.829,5,-4.452,0,0.0491,0.0377,0.0,0.0848,0.574,123.987,211441,4
11191,eo,german - majestic remix,0,6bARnOvOouiIhfHvDsIXxi,0.792,0.827,8,-5.902,0,0.0482,0.012,0.861,0.057,0.894,129.991,197850,4
11192,cliq,wavey - vip mix,0,1WdeFwHa3XR9tEKQBjhQuG,0.918,0.837,7,-5.21,1,0.225,0.0577,0.0,0.353,0.661,122.979,156665,4
11193,izzy bizu,white tiger - marcus layton radio edit,0,164JzC2DyCcYoU6t04ERZM,0.789,0.784,2,-5.736,0,0.0372,0.117,0.000307,0.26,0.774,117.996,174993,4
11195,zara larsson,i would like - gorgon city remix,0,6shSHDBeA8Hj5qnyIq7jdQ,0.719,0.557,2,-6.187,0,0.0355,0.00806,0.00877,0.0965,0.488,121.997,263655,4
11196,ziezie,fine girl - james hype remix,0,0SAG6zkA7cnmYpOb2w94ls,0.786,0.843,7,-5.824,1,0.0401,0.0849,0.000265,0.0856,0.693,124.94,171250,4
11197,mø,nights with you - cheat codes remix,0,2lE6CIzmQvcF7Mo3z4k9cr,0.741,0.796,1,-6.029,0,0.0575,0.00379,0.00935,0.54,0.461,115.971,246055,4
11198,john legend,all of me (tiësto's birthday treatment remix) - radio edit,0,1mzGywacjpeik00PVLBPpF,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613,4
11199,amelia monét,baddest - blinkie remix,0,2Sniq4oRX0wMHMASVIIjTC,0.737,0.903,2,-3.96,0,0.0467,0.0929,4.19e-05,0.127,0.733,119.997,196066,4
11200,maroon 5,moves like jagger - studio recording from the voice performance,0,5U283cnCOFZuD5F5Ppkv3V,0.729,0.732,9,-5.121,1,0.0452,0.0133,0.0,0.31,0.628,128.004,202987,4
11201,steve britton,turn me out,0,4tz7q0h7NY0G5JaNOZFwGe,0.672,0.914,1,-3.285,0,0.159,0.00261,0.00067,0.0705,0.379,127.988,273750,4
11203,imani williams,don't need no money (feat. sigala & blonde),0,5lFZ5VvKO5EQolgTs3Yd3Q,0.666,0.903,0,-2.181,0,0.0436,0.325,0.000202,0.178,0.498,119.984,217013,4
11204,99 souls,the girl is mine feat. destiny's child & brandy,0,1zbTIdIbLYlXjtOqlHALh4,0.683,0.943,9,-3.6,1,0.0397,0.00422,0.0978,0.0355,0.707,118.99,216613,4
11205,snakehips,don't leave - gryffin remix,0,2ygxpFIvfVzti5zcpkSmue,0.586,0.756,8,-4.408,1,0.038,0.0037,0.000395,0.134,0.277,122.011,235893,4
11206,illenium,where'd u go,0,2oL0HIuo0cxIycDtJWbpuN,0.464,0.637,2,-4.37,1,0.0694,0.0302,3.37e-05,0.0876,0.281,186.1,184556,4
11207,kasbo,snow in gothenburg,0,4IbcdVjkNp0EmHvObb0FIK,0.393,0.632,5,-8.118,1,0.0378,0.3,0.00339,0.367,0.156,100.056,223219,4
11208,ekali,leaving (feat. yuna),0,6UDrfHEnUWI3O03sacM3KO,0.587,0.668,8,-5.79,0,0.0435,0.222,0.0,0.0589,0.124,93.974,175851,4
11209,dj koze,pick up - even shorter version,0,7H9sqtNVPp6eoxnJRMUmm4,0.728,0.599,5,-8.85,1,0.0668,1.86e-05,0.699,0.145,0.541,124.887,228480,4
11210,seven lions,ocean,0,5ZQMiwA8y8BEslhMmtLxLv,0.499,0.791,3,-3.735,1,0.0539,0.0685,1.89e-05,0.138,0.25,99.943,225675,4
11211,flux pavilion,symphony,0,59tA2JvOr52Xv3bIVotebM,0.656,0.523,8,-6.862,0,0.0764,0.00843,0.00167,0.0687,0.279,119.96,282359,4
11212,cazzette,weapon - edx's acapulco at night remix,0,5Zp3zX5betge9xWlmJ0Abg,0.729,0.933,8,-5.667,1,0.0571,0.00366,0.509,0.439,0.0459,127.993,474961,4
11213,rüfüs du sol,underwater,0,5ZvHcR4OSwvEV5IhigbTOT,0.611,0.809,6,-6.63,0,0.0342,0.019,0.0185,0.114,0.428,118.003,349293,4
11214,hilda,wake me when it's quiet,0,45cvFH6fe2YcZ5f306OYMc,0.689,0.51,4,-6.707,0,0.0458,0.365,0.000333,0.126,0.25,111.951,215357,4
11215,kasbo,aldrig mer (feat. tender),0,1ImSaJvKCQ0Gewcdx1KzF8,0.359,0.774,7,-5.789,1,0.0745,0.0649,0.104,0.11,0.141,184.739,243919,4
11216,band of horses,the funeral - excision remix,0,39npZ2mx3dWuNdGRg9PBm0,0.403,0.505,3,-5.361,1,0.0289,0.0299,0.000547,0.0848,0.0938,128.23,292339,4
11217,kaskade,cold as stone,0,6chZg1OMXz9VN3MQCr4cNf,0.619,0.663,7,-6.937,1,0.0366,0.237,0.0,0.111,0.142,123.93,228667,4
11218,the chainsmokers,somebody - ruhde remix,0,42gkSeUtmr7gwxT62BJGiZ,0.673,0.662,1,-5.863,1,0.0319,0.432,1.99e-06,0.0951,0.167,104.038,219053,4
11219,clean bandit,i miss you (feat. julia michaels) - blvk jvck revibe,0,3KIziparMoKHbHUIfnFw7K,0.584,0.494,5,-7.841,0,0.0541,0.142,0.0,0.143,0.622,104.683,192261,4
11220,stayloose,mean to me (feat. rozes),0,68RZgVWvKBO5hh9SxWauHV,0.605,0.872,8,-5.122,1,0.0643,0.0122,2.11e-05,0.147,0.586,116.956,176538,4
11221,big pineapple,another chance (don diablo edit),0,1BUCwi8Yez0pfIuCImjF5v,0.584,0.959,9,-1.785,0,0.0942,0.00272,0.0,0.553,0.0729,125.987,172381,4
11222,prince woods,rear view,0,69EcMpr07eS77EbH90ejVD,0.568,0.584,2,-8.711,1,0.0654,0.389,0.00729,0.114,0.401,93.888,178585,4
11223,funkin matt,coda,0,7AEcghJECgo7NKPl1g0pua,0.792,0.557,10,-9.633,1,0.248,0.146,0.369,0.295,0.374,124.004,163713,4
11224,ed sheeran,happier - kasbo remix,0,3a1QSvzb3ypLc1QpXTs9mU,0.56,0.823,0,-3.228,1,0.0311,0.0256,0.000433,0.0891,0.0733,100.003,256800,4
11225,steve angello,wasted love (feat. dougy),0,7CHTBgMzqMmv0sw3rlwuhL,0.539,0.936,10,-3.803,1,0.112,0.475,0.104,0.106,0.225,128.015,209531,4
11226,kygo,with you (feat. wrabel),0,7gleE2w0CsjsWCs184n522,0.618,0.805,0,-4.731,1,0.0463,0.424,0.00796,0.332,0.335,101.022,210573,4
11227,felix cartal,wherever,0,2wGdlUAFpYNx702XebnQHH,0.573,0.82,9,-4.677,0,0.0475,0.0808,0.0,0.124,0.395,147.976,223784,4
11228,bob moses,tearing me up,0,6NDt5z8GKIHub37hBQ4x18,0.705,0.403,0,-9.7,1,0.0438,0.172,0.00201,0.615,0.155,114.992,470093,4
11229,alesso,destinations,0,53ccDZYdOil1QZ85rcrJvo,0.614,0.601,2,-6.392,1,0.0386,0.774,0.841,0.117,0.514,122.999,329413,4
11230,band of horses,the funeral - dash berlin remix,0,55lmYbSRU1mDDKSYSIIDmI,0.543,0.76,0,-7.166,0,0.0328,0.0572,0.77,0.451,0.0906,133.975,252574,4
11231,cash cash,finest hour (feat. abir),0,0p0ljM6RxgpGt7wthGqBZa,0.656,0.729,5,-4.223,0,0.0765,0.0789,0.0,0.133,0.438,95.974,215781,4
11233,armin van buuren,i need you (feat. olaf blackwood),0,4cCpGAUlYDh88uuU7pcdN8,0.6,0.863,8,-5.754,0,0.031,0.00168,0.00406,0.0939,0.223,106.997,206750,4
11234,robyn,missing u,0,5mE2RcGPPbE4gNoLB6FYPf,0.702,0.666,5,-8.307,0,0.0463,0.0472,0.000119,0.139,0.109,119.93,297268,4
11235,chvrches,miracle - manila killa remix,0,0xGypnNApgJzf7DBbjW9tW,0.66,0.595,0,-7.634,1,0.0337,0.0199,0.00196,0.476,0.343,123.946,186774,4
11236,morten,beautiful heartbeat,0,6faQTmZAUe10DULn6Bz54M,0.506,0.751,5,-5.647,1,0.0583,0.0352,4.19e-05,0.111,0.202,129.968,314000,4
11237,illenium,sound of walking away,0,5WggjuxMubr94bo33Aan4K,0.345,0.79,2,-2.761,1,0.065,0.075,0.000165,0.101,0.208,179.849,253333,4
11238,lookas,on my own - zaxx remix,0,13Z9Bzr4Qrez0g2lOoBZ9B,0.549,0.793,4,-2.905,0,0.0389,0.00451,1.28e-05,0.118,0.0681,134.971,238222,4
11239,jajo,no more chances,0,5eNXWc9DNaqf1p5BTXjEdb,0.745,0.815,6,-6.082,1,0.144,0.0134,1.05e-05,0.0547,0.453,120.139,202375,4
11240,above & beyond,sun & moon - marcus schossow remix,0,71XfBBnwqeHqEicXXGSHhT,0.712,0.71,6,-8.406,0,0.107,0.00155,0.661,0.636,0.144,128.982,446512,4
11242,halsey,hurricane - arty remix,0,65n4DkUhKUO4tECIabKwy1,0.438,0.856,0,-4.158,1,0.0584,0.0268,6.27e-06,0.375,0.49,127.991,224520,4
11243,syn cole,happy again,0,7zCdMNqE2GfjAbXmHI8VNs,0.744,0.869,6,-3.605,0,0.0401,0.3,0.00152,0.0776,0.571,123.975,189677,4
11244,rüfüs du sol,innerbloom,0,5rpx047aanR0h9Rfp1wgBB,0.729,0.72,3,-6.69,1,0.0371,0.125,0.353,0.178,0.0388,122.015,578041,4
11245,dash berlin,save myself,0,7AOpn3qT7EOzw3bh4lJh3b,0.568,0.771,8,-3.039,1,0.0302,0.28,0.0,0.164,0.462,112.039,186574,4
11246,said the sky,over getting over you,0,1QScZdUhSzG4PmszARTR5n,0.615,0.746,9,-5.255,1,0.0639,0.286,0.0,0.096,0.355,127.995,221250,4
11247,son of 8,with every heartbeat,0,5DvgbFI4H81m1O7GUp20t5,0.707,0.692,4,-5.584,0,0.029,0.0117,0.0128,0.0591,0.223,120.018,197000,4
11249,johnny goth,feels like we're dying,0,0IvaKmBYBLVcdP0Ft8Dwik,0.579,0.411,6,-13.068,1,0.0329,0.73,0.8,0.0945,0.125,79.988,185250,1
11250,mxmtoon,temporary nothing,0,4gaClLIzaWE3ORDYnsX14p,0.556,0.0887,6,-18.289,1,0.0596,0.935,3.27e-06,0.116,0.198,78.744,187244,4
11253,dodie,sick of losing soulmates,0,4hjbxjZpJ8H6qRCzDOGI0M,0.478,0.241,2,-17.122,1,0.0386,0.716,0.216,0.354,0.11,75.285,267360,4
11254,conan gray,idle town,0,0cXRafInOlc1QH519RXltN,0.606,0.478,7,-6.035,1,0.0276,0.872,2.02e-05,0.106,0.266,77.086,237920,4
11255,beabadoobee,home alone,0,1TUff6XKeK8DoVxdPIJnT3,0.478,0.158,1,-12.851,1,0.0353,0.992,0.0247,0.1,0.0787,119.576,140336,4
11256,hovvdy,pretend,0,71WzoGZcDWzrKZqSkiY3Tz,0.614,0.467,11,-8.169,1,0.0325,0.63,0.914,0.107,0.621,172.056,153692,4
11257,jye,a shitty love song,0,79VOtcP9nts7OLjzqmzf0I,0.763,0.146,9,-13.375,1,0.0379,0.946,1.44e-06,0.118,0.536,98.056,197143,4
11258,fox academy,and also i'm really scared,0,1xJpwbmRA4V2quPjStjpeU,0.565,0.232,3,-16.905,1,0.029,0.941,0.000185,0.1,0.218,109.026,130095,4
11259,american pleasure club,all the lonely nights in your life,0,5hMq6t0bObuRQBbcjUkkuY,0.357,0.238,7,-11.166,1,0.0302,0.779,4.07e-06,0.168,0.41,141.718,163581,4
11260,laila,sad boy,0,7FlQvDadSswUkMUIqe6jEI,0.443,0.0791,10,-19.312,0,0.0551,0.925,0.000255,0.112,0.189,134.75,212520,4
11261,mxmtoon,feelings are fatal,0,6GGdkwYk4NXuiIcQD16AZg,0.545,0.169,0,-16.249,1,0.132,0.908,0.0,0.0942,0.482,98.225,124853,4
11262,tyler burkhart,just how i love you,0,5fwayRiGFLBLacew9DCi09,0.651,0.16,4,-19.39,1,0.0354,0.796,0.694,0.0931,0.0542,120.004,185757,4
11263,cavetown,dear,0,7mLIL4OdNdwFcGNlTcWa0c,0.626,0.323,4,-9.607,1,0.0339,0.667,0.0,0.0605,0.234,130.086,277327,4
11264,chloe moriondo,spaceland,0,4v1yeK13X84eNyKAKvoNSt,0.524,0.14,4,-22.196,0,0.137,0.894,0.000238,0.162,0.26,134.877,163560,4
11265,beabadoobee,the moon song,0,3s9eWdn8IymCPvVLcKpjww,0.422,0.0854,0,-15.492,1,0.0336,0.968,0.0121,0.139,0.146,98.814,141040,4
11266,mimi,i will be okay,0,2SGaKM9YuBID0wgDD4VbPx,0.566,0.214,0,-10.089,1,0.0441,0.952,0.0,0.0984,0.543,154.75,125200,4
11267,bright eyes,lua,0,4PMvRfhHAx5j6Bb3XsFLoq,0.603,0.124,2,-18.301,1,0.0827,0.802,3e-05,0.0565,0.317,104.902,271667,3
11268,dandelion hands,how to never stop being sad,0,6ZLt6fyonW1xOGMBC9vJPJ,0.414,0.245,7,-17.929,1,0.0429,0.952,0.761,0.104,0.132,97.236,130743,5
11269,mxmtoon,please don't,0,1Ve2OCcCtpXYaNDtHS1rgE,0.66,0.104,0,-16.838,1,0.0398,0.975,1.83e-06,0.0793,0.334,143.574,256602,4
11270,timmies,disappointed,0,53fMilutqxWd5QOhHweInL,0.75,0.224,7,-15.164,1,0.0577,0.675,0.000315,0.102,0.0562,110.045,135284,4
11271,fox academy,choking on flowers,0,3XB7Bj814J1AwcENHCkTcv,0.137,0.593,4,-11.807,1,0.0427,0.967,0.907,0.166,0.266,82.74,208848,4
11272,yo la tengo,our way to fall,0,6Cp1LNb26iMtPT7JTtEZyD,0.564,0.237,0,-14.653,1,0.0319,0.716,0.765,0.0968,0.553,78.282,258427,4
11273,rusty clanton,neptune,0,2GiFSPEnjXiHfQtQOuuLly,0.719,0.0926,6,-16.385,1,0.112,0.832,1.62e-06,0.0692,0.293,62.979,268980,4
11274,tiffi,nothing special,0,1TanioZA1iDaN0uh4Sf7kX,0.556,0.0627,7,-21.722,1,0.206,0.98,0.0,0.15,0.699,90.126,117493,4
11275,flatsound,"if you love me, come clean",0,2e2SkLuJ6wagZ1WWDuAX7c,0.511,0.119,9,-15.349,1,0.0414,0.797,0.00432,0.12,0.0763,134.195,220062,4
11276,florist,i was,0,016PAkQaQKHRjP0vMeoGUz,0.474,0.461,9,-12.635,1,0.0328,0.951,0.756,0.0681,0.0399,119.68,270131,4
11277,fox academy,nascar,0,5BtMFBtl3Gpw2yr37wZBJ4,0.578,0.275,4,-12.215,1,0.0254,0.955,0.00129,0.122,0.271,93.03,126760,4
11278,beabadoobee,coffee,0,429NtPmr12aypzFH3FkN9l,0.532,0.153,9,-18.208,1,0.0729,0.982,0.961,0.112,0.279,118.689,126825,4
11280,richie woods,wendy,0,3PL8DRk4DgUuftK9I5hi41,0.391,0.419,1,-11.111,1,0.0341,0.994,0.301,0.362,0.104,115.376,226163,4
11281,cyberbully mom club,drunk text romance,0,2XkkSM1CCpY1ljqohN5ldg,0.504,0.162,7,-18.266,1,0.0822,0.925,0.103,0.128,0.185,111.861,120412,4
11282,emily yacina,all the things,0,3ajIMCgXDJZZbWLmobDQmn,0.301,0.277,0,-15.922,1,0.0317,0.899,0.000716,0.134,0.127,169.985,230333,4
11283,flatsound,someone who will talk about anything,0,3mTJYIdivgooAZ5aO53PQx,0.573,0.197,5,-14.483,1,0.0364,0.828,0.0416,0.0816,0.174,118.722,136062,4
11284,starry cat,i think you're really beautiful,0,7wvngPeKCLPzIpA84IrsSr,0.174,0.569,2,-6.422,1,0.0387,0.913,0.924,0.642,0.223,86.557,149328,1
11285,dandelion hands,ily x11,0,7B6tXT4TzV3KXWDKp9oPvZ,0.718,0.192,6,-20.504,1,0.035,0.922,0.945,0.111,0.0825,82.731,141662,4
11286,ollie mn,please never fall in love again,0,42H6GeQfrBkT3vTUTdpB1M,0.646,0.0828,10,-16.205,1,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,154000,4
11287,mathew lee cothran,judas in america,0,50Kfu0Lsxy7hjLloZcJSd7,0.617,0.486,3,-10.603,1,0.0239,0.767,0.541,0.105,0.834,95.044,129912,4
11288,cyberbully mom club,adult nightmares,0,7u1VsJuujLxq8CEu2NCIug,0.4,0.136,7,-19.331,1,0.0456,0.757,0.378,0.252,0.341,80.905,150140,3
11289,olli,please don't give up on me,0,54ijM3PLfwmflMzL3gTXMe,0.683,0.295,11,-9.904,1,0.0305,0.943,0.854,0.103,0.0612,99.011,77662,4
